,title,score,plot,keywords,tokens,id
102,Pacto de Sangue,8.3,"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.",insurance investigation insurance double cross perfect murder scheme infidelity femme fatale murder insurance policy insurance salesman marriage crime gone awry murder of husband insurance fraud los angeles california based on novel double indemnity insurance company voice over narration corpse claims investigator insurance claims office hollywood hills ankle bracelet husband wife relationship flashback female corrupts male told in flashback title spoken by character cult film national film registry doorman wearing a hat indoors office railway crew railway worker maintenance man voice recorder microphone framed photograph statuette mansion sunbathing making a pass truck driver telephone message appointment servant maid uniform old maid,"['lo', 'angel', 'insur', 'repres', 'let', 'allur', 'housewif', 'seduc', 'scheme', 'insur', 'fraud', 'murder', 'arous', 'suspicion', 'colleagu', 'insur', 'investig', 'insur', 'investig', 'insur', 'doubl', 'cross', 'perfect', 'murder', 'scheme', 'infidel', 'femm', 'fatal', 'murder', 'insur', 'polici', 'insur', 'salesman', 'marriag', 'crime', 'gone', 'awri', 'murder', 'husband', 'insur', 'fraud', 'lo', 'angel', 'california', 'base', 'novel', 'doubl', 'indemn', 'insur', 'compani', 'voic', 'narrat', 'corps', 'claim', 'investig', 'insur', 'claim', 'offic', 'hollywood', 'hill', 'ankl', 'bracelet', 'husband', 'wife', 'relationship', 'flashback', 'femal', 'corrupt', 'male', 'told', 'flashback', 'titl', 'spoken', 'charact', 'cult', 'film', 'nation', 'film', 'registri', 'doorman', 'wear', 'hat', 'indoor', 'offic', 'railwai', 'crew', 'railwai', 'worker', 'mainten', 'man', 'voic', 'record', 'microphon', 'frame', 'photograph', 'statuett', 'mansion', 'sunbath', 'make', 'pass', 'truck', 'driver', 'telephon', 'messag', 'appoint', 'servant', 'maid', 'uniform', 'old', 'maid']",tt0036775
103,Laranja Mecânica,8.3,"In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.",gang dystopia sexual assault sex crime unprovoked violence future ultraviolence aversion therapy beating woman in jeopardy forced to watch rape police brutality lust gang member drugs youth gang controversy sociopath violence forced to strip rape star appears nude sexual imagery thug psychopath home invasion lasciviousness clothes cut off public humiliation female full frontal nudity nudity clothes torn off male nudity gang rape public nudity rape victim woman as object tied to a chair social decay coming of age robbery female nudity nihilism invented language classical music torture black comedy murder group sex close up of eyes,"['futur', 'sadist', 'gang', 'leader', 'imprison', 'volunt', 'conduct', 'avers', 'experi', 'plan', 'gang', 'dystopia', 'sexual', 'assault', 'sex', 'crime', 'unprovok', 'violenc', 'futur', 'ultraviol', 'avers', 'therapi', 'beat', 'woman', 'jeopardi', 'forc', 'watch', 'rape', 'polic', 'brutal', 'lust', 'gang', 'member', 'drug', 'youth', 'gang', 'controversi', 'sociopath', 'violenc', 'forc', 'strip', 'rape', 'star', 'appear', 'nude', 'sexual', 'imageri', 'thug', 'psychopath', 'home', 'invas', 'lascivi', 'cloth', 'cut', 'public', 'humili', 'femal', 'frontal', 'nuditi', 'nuditi', 'cloth', 'torn', 'male', 'nuditi', 'gang', 'rape', 'public', 'nuditi', 'rape', 'victim', 'woman', 'object', 'ti', 'chair', 'social', 'decai', 'come', 'ag', 'robberi', 'femal', 'nuditi', 'nihil', 'invent', 'languag', 'classic', 'music', 'tortur', 'black', 'comedi', 'murder', 'group', 'sex', 'close', 'ey']",tt0066921
104,Nascido para Matar,8.3,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,military vietnam war drill instructor u.s. marine boot camp u.s. marine corps vietnam tet offensive violence group punishment army life profanity 1960s american abroad u.s. military dying young vulgar language u.s. marines military training military base hue vietnam stars and stripes reporter usmc american culture recruit training basic training sniper murder suicide guerrilla warfare narrated by character racist comment gunfire war violence gun battle gunfight gun war correspondent firearm nco year 1968 year 1967 drill sergeant voice over narration infantry hazing reference to john wayne mass grave machine gunner gun instruction,"['pragmat', 'marin', 'observ', 'dehuman', 'effect', 'vietnam', 'war', 'fellow', 'recruit', 'brutal', 'boot', 'camp', 'train', 'bloodi', 'street', 'fight', 'hue', 'militari', 'vietnam', 'war', 'drill', 'instructor', 'marin', 'boot', 'camp', 'marin', 'corp', 'vietnam', 'tet', 'offens', 'violenc', 'group', 'punish', 'armi', 'life', 'profan', 'american', 'abroad', 'militari', 'dy', 'young', 'vulgar', 'languag', 'marin', 'militari', 'train', 'militari', 'base', 'hue', 'vietnam', 'star', 'stripe', 'report', 'usmc', 'american', 'cultur', 'recruit', 'train', 'basic', 'train', 'sniper', 'murder', 'suicid', 'guerrilla', 'warfar', 'narrat', 'charact', 'racist', 'comment', 'gunfir', 'war', 'violenc', 'gun', 'battl', 'gunfight', 'gun', 'war', 'correspond', 'firearm', 'nco', 'year', 'year', 'drill', 'sergeant', 'voic', 'narrat', 'infantri', 'haze', 'refer', 'john', 'wayn', 'mass', 'grave', 'machin', 'gunner', 'gun', 'instruct']",tt0093058
105,Scarface,8.3,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",cocaine gangster murderer as protagonist organized crime criminal as protagonist protagonist becomes antagonist death of protagonist cuban refugee cuban american 1980s remake anti hero snorting cocaine crime wave overprotective brother self destructiveness antagonist as protagonist cocaine trafficking cocaine war murder of a gangster murder of protagonist ends with murder ends with death shot to death illegal activities cuba violence capitalism electronic music score assassination attempt shootout grenade launcher colombian drug cartel facial scar dead man assassin tiger anger bitterness car bomb lawyer famous line cult film political corruption cuban one word title crime epic f word shoulder holster massacre,"['miami', 'determin', 'cuban', 'immigr', 'take', 'drug', 'cartel', 'succumb', 'greed', 'cocain', 'gangster', 'murder', 'protagonist', 'organ', 'crime', 'crimin', 'protagonist', 'protagonist', 'antagonist', 'death', 'protagonist', 'cuban', 'refuge', 'cuban', 'american', 'remak', 'anti', 'hero', 'snort', 'cocain', 'crime', 'wave', 'overprotect', 'brother', 'self', 'destruct', 'antagonist', 'protagonist', 'cocain', 'traffick', 'cocain', 'war', 'murder', 'gangster', 'murder', 'protagonist', 'end', 'murder', 'end', 'death', 'shot', 'death', 'illeg', 'activ', 'cuba', 'violenc', 'capit', 'electron', 'music', 'score', 'assassin', 'attempt', 'shootout', 'grenad', 'launcher', 'colombian', 'drug', 'cartel', 'facial', 'scar', 'dead', 'man', 'assassin', 'tiger', 'anger', 'bitter', 'car', 'bomb', 'lawyer', 'famou', 'line', 'cult', 'film', 'polit', 'corrupt', 'cuban', 'word', 'titl', 'crime', 'epic', 'word', 'shoulder', 'holster', 'massacr']",tt0086250
106,Incêndios,8.3,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,middle east twin brother and sister family relationships university torture pregnant from rape prison missing baby christian muslim conflict last will and testament mother son relationship brother sister relationship based on play incest rape christian lebanese civil war palestinian palestinian identity incestuous rape mother son intercourse notary mathematician mother's dying request true identity revealed voice over letter year 2009 year 1970 unwanted pregnancy sniper political assassination french canadian orphanage french canada unknown son unknown father incest rape secret cross cultural photograph mother daughter relationship one word title father is brother mother son incest love making intercourse palm tree tree gorge bush,"['twin', 'journei', 'middl', 'east', 'discov', 'famili', 'histori', 'fulfil', 'mother', 'wish', 'middl', 'east', 'twin', 'brother', 'sister', 'famili', 'relationship', 'univers', 'tortur', 'pregnant', 'rape', 'prison', 'miss', 'babi', 'christian', 'muslim', 'conflict', 'testament', 'mother', 'son', 'relationship', 'brother', 'sister', 'relationship', 'base', 'plai', 'incest', 'rape', 'christian', 'lebanes', 'civil', 'war', 'palestinian', 'palestinian', 'ident', 'incestu', 'rape', 'mother', 'son', 'intercours', 'notari', 'mathematician', 'mother', 'dy', 'request', 'true', 'ident', 'reveal', 'voic', 'letter', 'year', 'year', 'unwant', 'pregnanc', 'sniper', 'polit', 'assassin', 'french', 'canadian', 'orphanag', 'french', 'canada', 'unknown', 'son', 'unknown', 'father', 'incest', 'rape', 'secret', 'cross', 'cultur', 'photograph', 'mother', 'daughter', 'relationship', 'word', 'titl', 'father', 'brother', 'mother', 'son', 'incest', 'love', 'make', 'intercours', 'palm', 'tree', 'tree', 'gorg', 'bush']",tt1255953
107,Fogo Contra Fogo,8.3,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a clue at their latest heist.,gun battle armored car robbery gunfight honor criminal investigation taken in for questioning murder investigation bank gun black prostitute m16 rifle pistol shotgun los angeles international airport bank robbery california weapon shootout los angeles california organized crime based on tv movie one word title neo noir child in jeopardy safecracking gang of killers murder killer suspense murder of a prostitute teenage prostitute team recruiting bale of currency united states of america male police officer police officer murder of a police officer heist crime epic drama cop drama 1990s 20th century gangster crime team action payphone cigarette actor appears in original and remake self injury ensemble cast shoulder holster shoulder,"['group', 'high', 'end', 'profession', 'thiev', 'start', 'feel', 'heat', 'lapd', 'unknowingli', 'leav', 'clue', 'latest', 'heist', 'gun', 'battl', 'armor', 'car', 'robberi', 'gunfight', 'honor', 'crimin', 'investig', 'taken', 'question', 'murder', 'investig', 'bank', 'gun', 'black', 'prostitut', 'rifl', 'pistol', 'shotgun', 'lo', 'angel', 'intern', 'airport', 'bank', 'robberi', 'california', 'weapon', 'shootout', 'lo', 'angel', 'california', 'organ', 'crime', 'base', 'movi', 'word', 'titl', 'neo', 'noir', 'child', 'jeopardi', 'safecrack', 'gang', 'killer', 'murder', 'killer', 'suspens', 'murder', 'prostitut', 'teenag', 'prostitut', 'team', 'recruit', 'bale', 'currenc', 'unit', 'state', 'america', 'male', 'polic', 'offic', 'polic', 'offic', 'murder', 'polic', 'offic', 'heist', 'crime', 'epic', 'drama', 'cop', 'drama', 'centuri', 'gangster', 'crime', 'team', 'action', 'payphon', 'cigarett', 'actor', 'appear', 'origin', 'remak', 'self', 'injuri', 'ensembl', 'cast', 'shoulder', 'holster', 'shoulder']",tt0113277
108,Hamilton,8.3,"The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",american history alexander hamilton character revolutionary war friendship epic shot to death based on broadway musical cultural appropriation founding fathers pulitzer prize source violence death flashback murder husband wife relationship father son relationship famous score george washington character thomas jefferson character one word title live performance stage musical costume drama history docudrama drama 18th century singing dance character name as title hip hop music singer song dancer dancing black american african american latin american hispanic american actor recreates his stage role actress recreates her stage role based on book,"['real', 'life', 'america', 'foremost', 'found', 'father', 'secretari', 'treasuri', 'alexand', 'hamilton', 'captur', 'live', 'broadwai', 'richard', 'rodger', 'theater', 'origin', 'broadwai', 'cast', 'american', 'histori', 'alexand', 'hamilton', 'charact', 'revolutionari', 'war', 'friendship', 'epic', 'shot', 'death', 'base', 'broadwai', 'music', 'cultur', 'appropri', 'found', 'father', 'pulitz', 'prize', 'sourc', 'violenc', 'death', 'flashback', 'murder', 'husband', 'wife', 'relationship', 'father', 'son', 'relationship', 'famou', 'score', 'georg', 'washington', 'charact', 'thoma', 'jefferson', 'charact', 'word', 'titl', 'live', 'perform', 'stage', 'music', 'costum', 'drama', 'histori', 'docudrama', 'drama', 'centuri', 'sing', 'danc', 'charact', 'titl', 'hip', 'hop', 'music', 'singer', 'song', 'dancer', 'danc', 'black', 'american', 'african', 'american', 'latin', 'american', 'hispan', 'american', 'actor', 'recreat', 'stage', 'role', 'actress', 'recreat', 'stage', 'role', 'base', 'book']",tt8503618
109,Up: Altas Aventuras,8.3,"78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",heartfelt balloon talking dog child in jeopardy south america old man young boy relationship lifted by helium balloon human dog relationship original story latin america helium balloon mailbox asian boy waterfall lifting a male into the air human animal relationship younger version of character classical music man wears eyeglasses friend stowaway dog boy scout elderly protagonist cgi animation scenic landscape endangered species miscarriage talking to one's dead wife dogs playing poker hearing aid dinosaur fossil cane floating in the air villain childhood photo assisting the elderly megaphone flying dog collar crossing heart depression giant bird marriage old photograph nostalgia chocolate explorer urban renewal boy dog relationship,"['year', 'old', 'carl', 'fredricksen', 'travel', 'paradis', 'fall', 'hous', 'equip', 'balloon', 'inadvert', 'take', 'young', 'stowawai', 'heartfelt', 'balloon', 'talk', 'dog', 'child', 'jeopardi', 'south', 'america', 'old', 'man', 'young', 'boi', 'relationship', 'lift', 'helium', 'balloon', 'human', 'dog', 'relationship', 'origin', 'stori', 'latin', 'america', 'helium', 'balloon', 'mailbox', 'asian', 'boi', 'waterfal', 'lift', 'male', 'air', 'human', 'anim', 'relationship', 'younger', 'version', 'charact', 'classic', 'music', 'man', 'wear', 'eyeglass', 'friend', 'stowawai', 'dog', 'boi', 'scout', 'elderli', 'protagonist', 'cgi', 'anim', 'scenic', 'landscap', 'endang', 'speci', 'miscarriag', 'talk', 'dead', 'wife', 'dog', 'plai', 'poker', 'hear', 'aid', 'dinosaur', 'fossil', 'cane', 'float', 'air', 'villain', 'childhood', 'photo', 'assist', 'elderli', 'megaphon', 'fly', 'dog', 'collar', 'cross', 'heart', 'depress', 'giant', 'bird', 'marriag', 'old', 'photograph', 'nostalgia', 'chocol', 'explor', 'urban', 'renew', 'boi', 'dog', 'relationship']",tt1049413
110,O Sol é para Todos,8.3,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a Black man against an undeserved rape charge, and tries to educate his young children against prejudice.",trial lawyer small town alabama false accusation based on novel false accusation of rape racial prejudice great depression single father tomboy courtroom injustice racial discrimination race relations racism 1930s year 1932 father daughter relationship father son relationship blockbuster voice over narration revenge bird in title alcoholic judge fatherhood family relationships racial scapegoat widower little girl legal drama miscarriage of justice southerner collard patch overalls poverty rising for the judge killing a dog perjury racial slur porch swing maturation housekeeper recluse little boy schoolyard fight witness soap carving coming of age,"['atticu', 'finch', 'widow', 'lawyer', 'depress', 'era', 'alabama', 'defend', 'black', 'man', 'undeserv', 'rape', 'charg', 'tri', 'educ', 'young', 'children', 'prejudic', 'trial', 'lawyer', 'small', 'town', 'alabama', 'fals', 'accus', 'base', 'novel', 'fals', 'accus', 'rape', 'racial', 'prejudic', 'great', 'depress', 'singl', 'father', 'tomboi', 'courtroom', 'injustic', 'racial', 'discrimin', 'race', 'relat', 'racism', 'year', 'father', 'daughter', 'relationship', 'father', 'son', 'relationship', 'blockbust', 'voic', 'narrat', 'reveng', 'bird', 'titl', 'alcohol', 'judg', 'fatherhood', 'famili', 'relationship', 'racial', 'scapegoat', 'widow', 'littl', 'girl', 'legal', 'drama', 'miscarriag', 'justic', 'southern', 'collard', 'patch', 'overal', 'poverti', 'rise', 'judg', 'kill', 'dog', 'perjuri', 'racial', 'slur', 'porch', 'swing', 'matur', 'housekeep', 'reclus', 'littl', 'boi', 'schoolyard', 'fight', 'wit', 'soap', 'carv', 'come', 'ag']",tt0056592
111,Golpe de Mestre,8.3,Two grifters team up to pull off the ultimate con.,con man illegal activity playing golf con artist chase train sting operation gangster barber robbery burlesque dancer violence woman shot in the forehead poker player waitress stripper off track betting burlesque famous score organized crime two word title title spoken by character surprise ending national film registry suit and tie blond man vest hat neck tie flower flowers bouquet of flowers blue eyes mustache mustached man striped suit scissors mirror looking at oneself in a mirror three piece suit double breasted suit cane bow tie car club blue car trash newspaper bench telephone,"['grifter', 'team', 'pull', 'ultim', 'man', 'illeg', 'activ', 'plai', 'golf', 'artist', 'chase', 'train', 'sting', 'oper', 'gangster', 'barber', 'robberi', 'burlesqu', 'dancer', 'violenc', 'woman', 'shot', 'forehead', 'poker', 'player', 'waitress', 'stripper', 'track', 'bet', 'burlesqu', 'famou', 'score', 'organ', 'crime', 'word', 'titl', 'titl', 'spoken', 'charact', 'surpris', 'end', 'nation', 'film', 'registri', 'suit', 'tie', 'blond', 'man', 'vest', 'hat', 'neck', 'tie', 'flower', 'flower', 'bouquet', 'flower', 'blue', 'ey', 'mustach', 'mustach', 'man', 'stripe', 'suit', 'scissor', 'mirror', 'look', 'oneself', 'mirror', 'piec', 'suit', 'doubl', 'breast', 'suit', 'cane', 'bow', 'tie', 'car', 'club', 'blue', 'car', 'trash', 'newspap', 'bench', 'telephon']",tt0070735
112,A Separação,8.3,A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.,divorce alzheimer's disease marital problem court stairway girl pregnancy iran cell phone caregiver running up steps temper abandoned by wife resting one's head on a pregnant woman's stomach eighty something gas station suspicion testimony doubt teacher shame doorbell false accusation debt wheelchair mobile phone oxygen judge reference to god falling out of bed hospital looking out a window bathroom tears crying bank fight kitchen handcuffs knocking on a door telephone call passport family relationships marriage grandfather granddaughter relationship little girl hijab muslim scene during end credits koran,"['marri', 'coupl', 'face', 'difficult', 'decis', 'improv', 'life', 'child', 'move', 'countri', 'stai', 'iran', 'look', 'deterior', 'parent', 'alzheim', 'diseas', 'divorc', 'alzheim', 'diseas', 'marit', 'problem', 'court', 'stairwai', 'girl', 'pregnanc', 'iran', 'cell', 'phone', 'caregiv', 'run', 'step', 'temper', 'abandon', 'wife', 'rest', 'head', 'pregnant', 'woman', 'stomach', 'eighti', 'ga', 'station', 'suspicion', 'testimoni', 'doubt', 'teacher', 'shame', 'doorbel', 'fals', 'accus', 'debt', 'wheelchair', 'mobil', 'phone', 'oxygen', 'judg', 'refer', 'god', 'fall', 'bed', 'hospit', 'look', 'window', 'bathroom', 'tear', 'cry', 'bank', 'fight', 'kitchen', 'handcuff', 'knock', 'door', 'telephon', 'passport', 'famili', 'relationship', 'marriag', 'grandfath', 'granddaught', 'relationship', 'littl', 'girl', 'hijab', 'muslim', 'scene', 'end', 'credit', 'koran']",tt1832382
113,Metrópolis,8.3,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",robot dystopia class differences silent film futuristic expressionism tower of babel artificially created woman industrialization critique of capitalism art deco revolution scientist social injustice mad scientist silent movie rebellion worker cyberpunk slavery dance love at first sight underground city corporation bible quote future city work force fighting the system inventor savior parable oppression child in jeopardy f rated psychotronic film monster movie political thriller political unrest politics social stratification disaster film profanity one word title future clock urban setting garden surrealism kiss ladder,"['futurist', 'citi', 'sharpli', 'divid', 'work', 'class', 'citi', 'planner', 'son', 'citi', 'mastermind', 'fall', 'love', 'work', 'class', 'prophet', 'predict', 'come', 'savior', 'mediat', 'differ', 'robot', 'dystopia', 'class', 'differ', 'silent', 'film', 'futurist', 'expression', 'tower', 'babel', 'artifici', 'creat', 'woman', 'industri', 'critiqu', 'capit', 'art', 'deco', 'revolut', 'scientist', 'social', 'injustic', 'mad', 'scientist', 'silent', 'movi', 'rebellion', 'worker', 'cyberpunk', 'slaveri', 'danc', 'love', 'sight', 'underground', 'citi', 'corpor', 'bibl', 'quot', 'futur', 'citi', 'work', 'forc', 'fight', 'inventor', 'savior', 'parabl', 'oppress', 'child', 'jeopardi', 'rate', 'psychotron', 'film', 'monster', 'movi', 'polit', 'thriller', 'polit', 'unrest', 'polit', 'social', 'stratif', 'disast', 'film', 'profan', 'word', 'titl', 'futur', 'clock', 'urban', 'set', 'garden', 'surreal', 'kiss', 'ladder']",tt0017136
114,Duro de Matar,8.2,A New York City police officer tries to save his estranged wife and several others taken hostage by terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,hostage one against many los angeles california christmas heist action hero terrorist police officer hero based on novel christmas eve good versus evil criminal mastermind fight to the death hostile takeover husband wife relationship villain marital separation bloody feet dysfunctional marriage marital estrangement robbery rooftop terrorist plot shootout fistfight talking to oneself one man army tough guy helicopter skyscraper murder explosion elevator shaft radio murder of a police officer henchman hitman bomb sabotage urban setting heroism courage computer hacker falling to death explosive security guard ventilation shaft body lands on a car character repeats someone else's dialogue,"['new', 'york', 'citi', 'polic', 'offic', 'tri', 'save', 'estrang', 'wife', 'taken', 'hostag', 'terrorist', 'christma', 'parti', 'nakatomi', 'plaza', 'lo', 'angel', 'hostag', 'lo', 'angel', 'california', 'christma', 'heist', 'action', 'hero', 'terrorist', 'polic', 'offic', 'hero', 'base', 'novel', 'christma', 'ev', 'good', 'versu', 'evil', 'crimin', 'mastermind', 'fight', 'death', 'hostil', 'takeov', 'husband', 'wife', 'relationship', 'villain', 'marit', 'separ', 'bloodi', 'feet', 'dysfunct', 'marriag', 'marit', 'estrang', 'robberi', 'rooftop', 'terrorist', 'plot', 'shootout', 'fistfight', 'talk', 'oneself', 'man', 'armi', 'tough', 'gui', 'helicopt', 'skyscrap', 'murder', 'explos', 'elev', 'shaft', 'radio', 'murder', 'polic', 'offic', 'henchman', 'hitman', 'bomb', 'sabotag', 'urban', 'set', 'heroism', 'courag', 'hacker', 'fall', 'death', 'explos', 'secur', 'guard', 'ventil', 'shaft', 'bodi', 'land', 'car', 'charact', 'repeat', 'dialogu']",tt0095016
115,Los Angeles: Cidade Proibida,8.2,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.",corruption neo noir 1950s murder call girl police procedural police detective prostitute based on novel femme fatale criminal investigation murder investigation timeframe 1950s police comic relief journalist bar restaurant female nudity christmas party blackmail casting couch marilyn monroe character national film registry hardboiled cop sowden house man wears eyeglasses neo western modern western contemporary western tied to a chair united states of america scene of the crime reference to bisbee arizona corpse in crawlspace heroin selling nose job scandal rag throat slit head dunked in toilet bowl justice compromising photograph slit wrists woman beaten kidnapping pseudonym multiple assassinations city parade show dedication pornographic photograph,"['corrupt', 'grow', 'lo', 'angel', 'policemen', 'strait', 'lace', 'brutal', 'sleazi', 'investig', 'seri', 'murder', 'brand', 'justic', 'corrupt', 'neo', 'noir', 'murder', 'girl', 'polic', 'procedur', 'polic', 'detect', 'prostitut', 'base', 'novel', 'femm', 'fatal', 'crimin', 'investig', 'murder', 'investig', 'timefram', 'polic', 'comic', 'relief', 'journalist', 'bar', 'restaur', 'femal', 'nuditi', 'christma', 'parti', 'blackmail', 'cast', 'couch', 'marilyn', 'monro', 'charact', 'nation', 'film', 'registri', 'hardboil', 'cop', 'sowden', 'hous', 'man', 'wear', 'eyeglass', 'neo', 'western', 'modern', 'western', 'contemporari', 'western', 'ti', 'chair', 'unit', 'state', 'america', 'scene', 'crime', 'refer', 'bisbe', 'arizona', 'corps', 'crawlspac', 'heroin', 'sell', 'nose', 'job', 'scandal', 'rag', 'throat', 'slit', 'head', 'dunk', 'toilet', 'bowl', 'justic', 'compromis', 'photograph', 'slit', 'wrist', 'woman', 'beaten', 'kidnap', 'pseudonym', 'multipl', 'assassin', 'citi', 'parad', 'dedic', 'pornograph', 'photograph']",tt0119488
116,Indiana Jones e a Última Cruzada,8.2,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.",holy grail father son relationship indiana jones character united states of america revolver nazi castle obsession origin of hero dogfight year 1912 death wehrmacht german soldier fighter plane good versus evil knight in armour tumbleweed pursuit blonde fascism american in germany man wears a fez music by john williams father son reunion epic action quest adventure hero map rat love interest leap of faith blasphemy younger version of character femme fatale decapitation passionate kiss action hero macguffin fight on a moving tank fight on a train roof venice italy blockbuster greed knight college whip explosion archeologist library,"['father', 'goe', 'miss', 'pursu', 'holi', 'grail', 'indiana', 'jone', 'find', 'nazi', 'stop', 'obtain', 'power', 'holi', 'grail', 'father', 'son', 'relationship', 'indiana', 'jone', 'charact', 'unit', 'state', 'america', 'revolv', 'nazi', 'castl', 'obsess', 'origin', 'hero', 'dogfight', 'year', 'death', 'wehrmacht', 'german', 'soldier', 'fighter', 'plane', 'good', 'versu', 'evil', 'knight', 'armour', 'tumblewe', 'pursuit', 'blond', 'fascism', 'american', 'germani', 'man', 'wear', 'fez', 'music', 'john', 'william', 'father', 'son', 'reunion', 'epic', 'action', 'quest', 'adventur', 'hero', 'map', 'rat', 'love', 'leap', 'faith', 'blasphemi', 'younger', 'version', 'charact', 'femm', 'fatal', 'decapit', 'passion', 'kiss', 'action', 'hero', 'macguffin', 'fight', 'move', 'tank', 'fight', 'train', 'roof', 'venic', 'itali', 'blockbust', 'greed', 'knight', 'colleg', 'whip', 'explos', 'archeologist', 'librari']",tt0097576
117,Taxi Driver: Motorista de Táxi,8.2,"A mentally unstable veteran works as a nighttime taxi driver in New York City, where the perceived decadence and sleaze fuels his urge for violent action.",taxi driver loner child prostitution street life neo noir watching a porno movie urban decay manhattan new york city shootout anti hero dark hero vigilante violence talking to oneself in a mirror vigilantism assassination attempt gunfight obsession pimp urban setting murder underage sex misanthrope shot to death porno theatre prostitution sexual repression underage prostitute politician vietnam war veteran italian american maniac controversy psychological thriller social commentary cult classic yellow cab looking at oneself in a mirror assassination alienation apartment gun eavesdropping united states of america swearing night reflection in a car mirror harlem manhattan new york city drug dealer revolver,"['mental', 'unstabl', 'veteran', 'work', 'nighttim', 'taxi', 'driver', 'new', 'york', 'citi', 'perceiv', 'decad', 'sleaz', 'fuel', 'urg', 'violent', 'action', 'taxi', 'driver', 'loner', 'child', 'prostitut', 'street', 'life', 'neo', 'noir', 'watch', 'porno', 'movi', 'urban', 'decai', 'manhattan', 'new', 'york', 'citi', 'shootout', 'anti', 'hero', 'dark', 'hero', 'vigilant', 'violenc', 'talk', 'oneself', 'mirror', 'vigilant', 'assassin', 'attempt', 'gunfight', 'obsess', 'pimp', 'urban', 'set', 'murder', 'underag', 'sex', 'misanthrop', 'shot', 'death', 'porno', 'theatr', 'prostitut', 'sexual', 'repress', 'underag', 'prostitut', 'politician', 'vietnam', 'war', 'veteran', 'italian', 'american', 'maniac', 'controversi', 'psycholog', 'thriller', 'social', 'commentari', 'cult', 'classic', 'yellow', 'cab', 'look', 'oneself', 'mirror', 'assassin', 'alien', 'apart', 'gun', 'eavesdrop', 'unit', 'state', 'america', 'swear', 'night', 'reflect', 'car', 'mirror', 'harlem', 'manhattan', 'new', 'york', 'citi', 'drug', 'dealer', 'revolv']",tt0075314
118,Snatch: Porcos e Diamantes,8.2,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.",diamond boxer narrated by character cockney accent ensemble cast criminal underworld multiple storylines boxing irish england diamond theft dog heist gangster comedy 84 carat diamond female nudity black comedy fight shot through a wall body in a trunk stuffed in a trunk teasing man wears eyeglasses pig eating a dead body dark comedy alternative comedy gangster crime man with a beard armed robbery trilby fat man getaway driver balaclava bookies theft police mother son killer drunk teeth mustached man jewish man wears glasses bald man foreigner weapon russian culture clash tied up,"['unscrupul', 'box', 'promot', 'violent', 'bookmak', 'russian', 'gangster', 'incompet', 'amateur', 'robber', 'supposedli', 'jewish', 'jewel', 'fight', 'track', 'priceless', 'stolen', 'diamond', 'diamond', 'boxer', 'narrat', 'charact', 'cocknei', 'accent', 'ensembl', 'cast', 'crimin', 'underworld', 'multipl', 'storylin', 'box', 'irish', 'england', 'diamond', 'theft', 'dog', 'heist', 'gangster', 'comedi', 'carat', 'diamond', 'femal', 'nuditi', 'black', 'comedi', 'fight', 'shot', 'wall', 'bodi', 'trunk', 'stuf', 'trunk', 'teas', 'man', 'wear', 'eyeglass', 'pig', 'eat', 'dead', 'bodi', 'dark', 'comedi', 'altern', 'comedi', 'gangster', 'crime', 'man', 'beard', 'arm', 'robberi', 'trilbi', 'fat', 'man', 'getawai', 'driver', 'balaclava', 'booki', 'theft', 'polic', 'mother', 'son', 'killer', 'drunk', 'teeth', 'mustach', 'man', 'jewish', 'man', 'wear', 'glass', 'bald', 'man', 'foreign', 'weapon', 'russian', 'cultur', 'clash', 'ti']",tt0208092
