,title,score,plot,keywords,tokens,id
10,Forrest Gump: O Contador de Histórias,8.8,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",vietnam war based on book based on novel vietnam shrimp boat ping pong mother mother son relationship female rear nudity amputee war hero interracial friendship journey bully simple man pubic hair sex scene high on drugs cocaine snorting cocaine drug use san francisco california red light district hugging military hospital double amputee napalm wounded soldier jungle suicide attempt male hits a female nike disabled veteran racism loss of friend vietnam war veteran assassination of president washington d.c. single mother medal of honor loss of mother kindness fight fainting hippie racial slur chocolate death of mother death of friend running,"['presid', 'kennedi', 'johnson', 'vietnam', 'war', 'waterg', 'scandal', 'histor', 'event', 'unfold', 'perspect', 'alabama', 'man', 'desir', 'reunit', 'childhood', 'sweetheart', 'vietnam', 'war', 'base', 'book', 'base', 'novel', 'vietnam', 'shrimp', 'boat', 'ping', 'pong', 'mother', 'mother', 'son', 'relationship', 'femal', 'rear', 'nuditi', 'ampute', 'war', 'hero', 'interraci', 'friendship', 'journei', 'bulli', 'simpl', 'man', 'pubic', 'hair', 'sex', 'scene', 'high', 'drug', 'cocain', 'snort', 'cocain', 'drug', 'us', 'san', 'francisco', 'california', 'red', 'light', 'district', 'hug', 'militari', 'hospit', 'doubl', 'ampute', 'napalm', 'wound', 'soldier', 'jungl', 'suicid', 'attempt', 'male', 'hit', 'femal', 'nike', 'disabl', 'veteran', 'racism', 'loss', 'friend', 'vietnam', 'war', 'veteran', 'assassin', 'presid', 'washington', 'singl', 'mother', 'medal', 'honor', 'loss', 'mother', 'kind', 'fight', 'faint', 'hippi', 'racial', 'slur', 'chocol', 'death', 'mother', 'death', 'friend', 'run']",tt0109830
11,Clube da Luta,8.8,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.,surprise ending anti establishment insomnia multiple personality disorder group therapy fight plot twist homoerotic alter ego based on novel black comedy dissociative identity disorder graphic violence anti social behavior loss of control anti conformity anti capitalism unreliable narrator breaking the fourth wall support group listening to sex breast exam manic pixie dream girl shot in the head secret society self inflicted gunshot wound ikea self destructiveness suicide attempt consumerism schizophrenia sadomasochism sexual desire mental instability alienation imaginary friend violence sex scene masochism cult film anti hero testicular cancer based on book unnamed protagonist rage missionary position sex in missionary position sex dream underground sport breasts,"['insomniac', 'offic', 'worker', 'devil', 'care', 'soap', 'maker', 'form', 'underground', 'fight', 'club', 'evolv', 'surpris', 'end', 'anti', 'establish', 'insomnia', 'multipl', 'person', 'disord', 'group', 'therapi', 'fight', 'plot', 'twist', 'homoerot', 'alter', 'ego', 'base', 'novel', 'black', 'comedi', 'dissoci', 'ident', 'disord', 'graphic', 'violenc', 'anti', 'social', 'behavior', 'loss', 'control', 'anti', 'conform', 'anti', 'capit', 'unreli', 'narrat', 'break', 'fourth', 'wall', 'support', 'group', 'listen', 'sex', 'breast', 'exam', 'manic', 'pixi', 'dream', 'girl', 'shot', 'head', 'secret', 'societi', 'self', 'inflict', 'gunshot', 'wound', 'ikea', 'self', 'destruct', 'suicid', 'attempt', 'consumer', 'schizophrenia', 'sadomasoch', 'sexual', 'desir', 'mental', 'instabl', 'alien', 'imaginari', 'friend', 'violenc', 'sex', 'scene', 'masoch', 'cult', 'film', 'anti', 'hero', 'testicular', 'cancer', 'base', 'book', 'unnam', 'protagonist', 'rage', 'missionari', 'posit', 'sex', 'missionari', 'posit', 'sex', 'dream', 'underground', 'sport', 'breast']",tt0137523
12,O Senhor dos Anéis: As Duas Torres,8.8,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.",middle earth wizard hobbit orc mission evil wizard tower presumed dead epic lord of the rings treason good versus evil forest resurrection loss of brother swamp split personality elrond character galadriel character gollum character frodo baggins character legolas character saruman the white character orcs character gandalf character elves character chaste character motion capture epic battle cult film cult classic blockbuster second in trilogy trilogy ensemble cast close up of eyes samwise gamgee character gimli character boromir character aragorn character second part famous score famous line part computer animation colon in title sequel to cult favorite no opening credits orchestral music score eight word title part of trilogy,"['frodo', 'sam', 'edg', 'closer', 'mordor', 'help', 'shifti', 'gollum', 'divid', 'fellowship', 'make', 'stand', 'sauron', 'new', 'alli', 'saruman', 'hord', 'isengard', 'middl', 'earth', 'wizard', 'hobbit', 'orc', 'mission', 'evil', 'wizard', 'tower', 'presum', 'dead', 'epic', 'lord', 'ring', 'treason', 'good', 'versu', 'evil', 'forest', 'resurrect', 'loss', 'brother', 'swamp', 'split', 'person', 'elrond', 'charact', 'galadriel', 'charact', 'gollum', 'charact', 'frodo', 'baggin', 'charact', 'legola', 'charact', 'saruman', 'white', 'charact', 'orc', 'charact', 'gandalf', 'charact', 'elv', 'charact', 'chast', 'charact', 'motion', 'captur', 'epic', 'battl', 'cult', 'film', 'cult', 'classic', 'blockbust', 'second', 'trilogi', 'trilogi', 'ensembl', 'cast', 'close', 'ey', 'samwis', 'gamge', 'charact', 'gimli', 'charact', 'boromir', 'charact', 'aragorn', 'charact', 'second', 'famou', 'score', 'famou', 'line', 'anim', 'colon', 'titl', 'sequel', 'cult', 'favorit', 'open', 'credit', 'orchestr', 'music', 'score', 'word', 'titl', 'trilogi']",tt0167261
13,A Origem,8.8,"A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",dream ambiguous ending subconscious mindbender surprise ending architecture psycho thriller psychological manipulation falling from height strong female lead strong female character architect fantasy becomes reality deception kidnapping child suspense marriage suicide memory suicide attempt spinning top title spoken by character written by director dream sequence dream sequence within a dream sequence dream within a dream elevator airplane false memory guilt dream within a dream within a dream bathtub hotel bar train teamwork corporate espionage neo noir nonlinear timeline disguise jumping from height hallway tied to a chair hostage manipulation ensemble cast death revenge ambiguity,"['thief', 'steal', 'corpor', 'secret', 'us', 'dream', 'share', 'technolog', 'given', 'invers', 'task', 'plant', 'idea', 'mind', 'tragic', 'past', 'doom', 'project', 'team', 'disast', 'dream', 'ambigu', 'end', 'subconsci', 'mindbend', 'surpris', 'end', 'architectur', 'psycho', 'thriller', 'psycholog', 'manipul', 'fall', 'height', 'strong', 'femal', 'lead', 'strong', 'femal', 'charact', 'architect', 'fantasi', 'realiti', 'decept', 'kidnap', 'child', 'suspens', 'marriag', 'suicid', 'memori', 'suicid', 'attempt', 'spin', 'titl', 'spoken', 'charact', 'written', 'director', 'dream', 'sequenc', 'dream', 'sequenc', 'dream', 'sequenc', 'dream', 'dream', 'elev', 'airplan', 'fals', 'memori', 'guilt', 'dream', 'dream', 'dream', 'bathtub', 'hotel', 'bar', 'train', 'teamwork', 'corpor', 'espionag', 'neo', 'noir', 'nonlinear', 'timelin', 'disguis', 'jump', 'height', 'hallwai', 'ti', 'chair', 'hostag', 'manipul', 'ensembl', 'cast', 'death', 'reveng', 'ambigu']",tt1375666
14,Star Wars: Episódio V - O Império Contra-Ataca,8.7,"After the Rebels are overpowered by the Empire, Luke Skywalker begins his Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",famous twist part of trilogy the force duel rescue cave darth vader character luke skywalker character famous score training rebel base millennium falcon wookiee outer space good versus evil space opera spaceship teacher student relationship princess leia organa character emperor palpatine character han solo character yoda character chewbacca character super villain opening crawl epic blockbuster orchestral music score sequel character says i have a bad feeling about this escape swamp asteroid field hand cut off galactic war space battle bounty hunter telekinesis snow sword fight knocked unconscious creature upside down hanging upside down medical care falling ghost sparks swamp planet mentor,"['rebel', 'overpow', 'empir', 'luke', 'skywalk', 'begin', 'jedi', 'train', 'yoda', 'friend', 'pursu', 'galaxi', 'darth', 'vader', 'bounti', 'hunter', 'boba', 'fett', 'famou', 'twist', 'trilogi', 'forc', 'duel', 'rescu', 'cave', 'darth', 'vader', 'charact', 'luke', 'skywalk', 'charact', 'famou', 'score', 'train', 'rebel', 'base', 'millennium', 'falcon', 'wookie', 'outer', 'space', 'good', 'versu', 'evil', 'space', 'opera', 'spaceship', 'teacher', 'student', 'relationship', 'princess', 'leia', 'organa', 'charact', 'emperor', 'palpatin', 'charact', 'han', 'solo', 'charact', 'yoda', 'charact', 'chewbacca', 'charact', 'super', 'villain', 'open', 'crawl', 'epic', 'blockbust', 'orchestr', 'music', 'score', 'sequel', 'charact', 'sai', 'bad', 'feel', 'escap', 'swamp', 'asteroid', 'field', 'hand', 'cut', 'galact', 'war', 'space', 'battl', 'bounti', 'hunter', 'telekinesi', 'snow', 'sword', 'fight', 'knock', 'unconsci', 'creatur', 'upsid', 'hang', 'upsid', 'medic', 'care', 'fall', 'ghost', 'spark', 'swamp', 'planet', 'mentor']",tt0080684
15,Matrix,8.7,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",artificial reality war with machines simulated reality dystopia post apocalypse questioning reality martial arts bullet time artificial intelligence cyberpunk matrix false reality pill tech noir hacker man versus machine computer hacker virtual reality simulation virtual reality rebellion black trenchcoat slow motion scene code reference to alice in wonderland prophecy bullet dodging title spoken by character dark future virtual world programmer truth hero exploding helicopter government agent robot cyberspace chosen one time freeze one against many villain blue pill red pill destiny future noir agent computer program two directors strong female character human as resource trenchcoat,"['beauti', 'stranger', 'lead', 'hacker', 'neo', 'forbid', 'underworld', 'discov', 'shock', 'truth', 'life', 'know', 'elabor', 'decept', 'evil', 'cyber', 'intellig', 'artifici', 'realiti', 'war', 'machin', 'simul', 'realiti', 'dystopia', 'post', 'apocalyps', 'question', 'realiti', 'martial', 'art', 'bullet', 'time', 'artifici', 'intellig', 'cyberpunk', 'matrix', 'fals', 'realiti', 'pill', 'tech', 'noir', 'hacker', 'man', 'versu', 'machin', 'hacker', 'virtual', 'realiti', 'simul', 'virtual', 'realiti', 'rebellion', 'black', 'trenchcoat', 'slow', 'motion', 'scene', 'code', 'refer', 'alic', 'wonderland', 'propheci', 'bullet', 'dodg', 'titl', 'spoken', 'charact', 'dark', 'futur', 'virtual', 'world', 'programm', 'truth', 'hero', 'explod', 'helicopt', 'govern', 'agent', 'robot', 'cyberspac', 'chosen', 'time', 'freez', 'villain', 'blue', 'pill', 'red', 'pill', 'destini', 'futur', 'noir', 'agent', 'program', 'director', 'strong', 'femal', 'charact', 'human', 'resourc', 'trenchcoat']",tt0133093
16,Os Bons Companheiros,8.7,"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",gangster mafia organized crime rise and fall mob sadistic psychopath mafia boss robbery gang violence adultery infidelity informer mob violence mob hit extramarital affair long take betrayal irish italian fellatio based on true story nipples visible through clothing extreme violence mob boss mobster intimidation mercilessness thug enforcer protection racketeering disposing of a dead body motel room corrupt cop criminal unfaithful husband sociopath mistress police raid fbi agent shower true crime dead body in a car trunk mentor us dollars brutal murder cocaine addict cocaine use drug addiction american mafia drug trafficking,"['stori', 'henri', 'hill', 'life', 'mafia', 'cover', 'relationship', 'wife', 'karen', 'mob', 'partner', 'jimmi', 'conwai', 'tommi', 'devito', 'gangster', 'mafia', 'organ', 'crime', 'rise', 'fall', 'mob', 'sadist', 'psychopath', 'mafia', 'boss', 'robberi', 'gang', 'violenc', 'adulteri', 'infidel', 'inform', 'mob', 'violenc', 'mob', 'hit', 'extramarit', 'affair', 'long', 'betray', 'irish', 'italian', 'fellatio', 'base', 'true', 'stori', 'nippl', 'visibl', 'cloth', 'extrem', 'violenc', 'mob', 'boss', 'mobster', 'intimid', 'merciless', 'thug', 'enforc', 'protect', 'racket', 'dispos', 'dead', 'bodi', 'motel', 'room', 'corrupt', 'cop', 'crimin', 'unfaith', 'husband', 'sociopath', 'mistress', 'polic', 'raid', 'fbi', 'agent', 'shower', 'true', 'crime', 'dead', 'bodi', 'car', 'trunk', 'mentor', 'dollar', 'brutal', 'murder', 'cocain', 'addict', 'cocain', 'us', 'drug', 'addict', 'american', 'mafia', 'drug', 'traffick']",tt0099685
17,Um Estranho no Ninho,8.7,"In the Fall of 1963, a Korean War veteran and criminal pleads insanity and is admitted to a mental institution, where he rallies up the scared patients against the tyrannical nurse.",mental institution nurse escape native american mental illness hospitalization rebel authority strong female character promiscuous woman sadist psychopath evil woman lifting someone into the air schizophrenic electroshock therapy smothered with a pillow anti hero ambiguous title psychiatric nurse christ figure human rights small town psychiatric examination boat theft fishing restraint group therapy lobotomy electroconvulsive therapy based on novel sexuality sadistic psychopath 1960s stuttering independent film nurse practioner white panties panties scantily clad female female nudity male rear nudity bird in title punctuation in title apostrophe in title cult film afi villainess female psychopath evil,"['fall', 'korean', 'war', 'veteran', 'crimin', 'plead', 'insan', 'admit', 'mental', 'institut', 'ralli', 'scare', 'patient', 'tyrann', 'nurs', 'mental', 'institut', 'nurs', 'escap', 'nativ', 'american', 'mental', 'ill', 'hospit', 'rebel', 'author', 'strong', 'femal', 'charact', 'promiscu', 'woman', 'sadist', 'psychopath', 'evil', 'woman', 'lift', 'air', 'schizophren', 'electroshock', 'therapi', 'smother', 'pillow', 'anti', 'hero', 'ambigu', 'titl', 'psychiatr', 'nurs', 'christ', 'figur', 'human', 'right', 'small', 'town', 'psychiatr', 'examin', 'boat', 'theft', 'fish', 'restraint', 'group', 'therapi', 'lobotomi', 'electroconvuls', 'therapi', 'base', 'novel', 'sexual', 'sadist', 'psychopath', 'stutter', 'independ', 'film', 'nurs', 'praction', 'white', 'panti', 'panti', 'scantili', 'clad', 'femal', 'femal', 'nuditi', 'male', 'rear', 'nuditi', 'bird', 'titl', 'punctuat', 'titl', 'apostroph', 'titl', 'cult', 'film', 'afi', 'villai', 'femal', 'psychopath', 'evil']",tt0073486
18,Seven: Os Sete Crimes Capitais,8.6,"Two detectives, a rookie and a veteran, hunt a serial killer who uses the seven deadly sins as his motives.",serial killer detective serial murder seven deadly sins murder investigation murder investigation severed head revenge human monster death pedophile police corpse psychological torture neo noir mysterious man gore mysterious murderer new york city tied to a bed police partner psycho sex offender psycho terror mystery killer police protagonist lust shootout police shootout killer writing in blood living person mistaken for a dead body victim self mutilation interracial relationship criminal investigation rape bad guy wins shot to death fbi agent death by overeating severed hand decapitation mutilation john doe female victim obesity torture forced suicide,"['detect', 'rooki', 'veteran', 'hunt', 'serial', 'killer', 'us', 'seven', 'deadli', 'sin', 'motiv', 'serial', 'killer', 'detect', 'serial', 'murder', 'seven', 'deadli', 'sin', 'murder', 'investig', 'murder', 'investig', 'sever', 'head', 'reveng', 'human', 'monster', 'death', 'pedophil', 'polic', 'corps', 'psycholog', 'tortur', 'neo', 'noir', 'mysteri', 'man', 'gore', 'mysteri', 'murder', 'new', 'york', 'citi', 'ti', 'bed', 'polic', 'partner', 'psycho', 'sex', 'offend', 'psycho', 'terror', 'mysteri', 'killer', 'polic', 'protagonist', 'lust', 'shootout', 'polic', 'shootout', 'killer', 'write', 'blood', 'live', 'person', 'mistaken', 'dead', 'bodi', 'victim', 'self', 'mutil', 'interraci', 'relationship', 'crimin', 'investig', 'rape', 'bad', 'gui', 'win', 'shot', 'death', 'fbi', 'agent', 'death', 'over', 'sever', 'hand', 'decapit', 'mutil', 'john', 'doe', 'femal', 'victim', 'obes', 'tortur', 'forc', 'suicid']",tt0114369
19,A Felicidade Não se Compra,8.6,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,small town life christmas alternate history guardian angel angel on earth angel small town second chance financial problem bank building and loan rescue from drowning sideways time travel sacrifice husband wife relationship time traveler throwing a stone at a window family relationships contemplating suicide greedy banker change history alienation deaf in one ear great depression freeze frame war hero drugstore loss of father populism falling through ice partial deafness squirrel singing banker miser foreclosure moving floor abandoned house celebration pharmacy pharmacist delivery boy charleston dance river bank deposit hero business property auction christmas movie snow,"['angel', 'sent', 'heaven', 'help', 'desper', 'frustrat', 'businessman', 'show', 'life', 'like', 'exist', 'small', 'town', 'life', 'christma', 'altern', 'histori', 'guardian', 'angel', 'angel', 'earth', 'angel', 'small', 'town', 'second', 'chanc', 'financi', 'problem', 'bank', 'build', 'loan', 'rescu', 'drown', 'sidewai', 'time', 'travel', 'sacrific', 'husband', 'wife', 'relationship', 'time', 'travel', 'throw', 'stone', 'window', 'famili', 'relationship', 'contempl', 'suicid', 'greedi', 'banker', 'chang', 'histori', 'alien', 'deaf', 'ear', 'great', 'depress', 'freez', 'frame', 'war', 'hero', 'drugstor', 'loss', 'father', 'popul', 'fall', 'ic', 'partial', 'deaf', 'squirrel', 'sing', 'banker', 'miser', 'foreclosur', 'move', 'floor', 'abandon', 'hous', 'celebr', 'pharmaci', 'pharmacist', 'deliveri', 'boi', 'charleston', 'danc', 'river', 'bank', 'deposit', 'hero', 'busi', 'properti', 'auction', 'christma', 'movi', 'snow']",tt0038650
20,Os Sete Samurais,8.6,"Farmers from a village exploited by bandits hire a veteran samurai for protection, who gathers six other samurai to join him.",samurai 16th century battle japan old woman katana sword village bandit farmer rice villager strategy training ronin epic premarital sex secret armor outburst following someone despair drunkenness burial practice river millet barricade waterfall forest panic young love harvest head shaving siege showdown martial arts kneeling hero tragic hero man with no name hostage situation sensei villagers master apprentice relationship cherry blossom sakura falling in love pity ambush moral dilemma,"['farmer', 'villag', 'exploit', 'bandit', 'hire', 'veteran', 'samurai', 'protect', 'gather', 'samurai', 'join', 'samurai', 'centuri', 'battl', 'japan', 'old', 'woman', 'katana', 'sword', 'villag', 'bandit', 'farmer', 'rice', 'villag', 'strategi', 'train', 'ronin', 'epic', 'premarit', 'sex', 'secret', 'armor', 'outburst', 'follow', 'despair', 'drunken', 'burial', 'practic', 'river', 'millet', 'barricad', 'waterfal', 'forest', 'panic', 'young', 'love', 'harvest', 'head', 'shave', 'sieg', 'showdown', 'martial', 'art', 'kneel', 'hero', 'tragic', 'hero', 'man', 'hostag', 'situat', 'sensei', 'villag', 'master', 'apprentic', 'relationship', 'cherri', 'blossom', 'sakura', 'fall', 'love', 'piti', 'ambush', 'moral', 'dilemma']",tt0047478
21,O Silêncio dos Inocentes,8.6,"A young F.B.I. cadet must receive the help of an incarcerated and manipulative cannibal killer to help catch another serial killer, a madman who skins his victims.",serial killer stuck in a well psychopath psycho thriller bad guy wins female protagonist female fbi agent strong female lead strong female character dr hannibal lecter character kidnapping psychologist mind game based on book cannibal cult film cannibalism hose dark past based on ed gein skinning murder of a police officer human monster neo noir murder reference to hannibal lecter loss of daughter suicide night vision goggles lotion basket cross dresser crime literature on screen killed by a serial killer eating human flesh clarice starling character psychological horror female rear nudity murder of a nude woman female full frontal nudity fbi agent case file race against time tragic past secret past haunted by the past wearing human skin moth maximum security mental institution psychoanalysis,"['young', 'cadet', 'receiv', 'help', 'incarcer', 'manipul', 'cannib', 'killer', 'help', 'catch', 'serial', 'killer', 'madman', 'skin', 'victim', 'serial', 'killer', 'stuck', 'psychopath', 'psycho', 'thriller', 'bad', 'gui', 'win', 'femal', 'protagonist', 'femal', 'fbi', 'agent', 'strong', 'femal', 'lead', 'strong', 'femal', 'charact', 'hannib', 'lecter', 'charact', 'kidnap', 'psychologist', 'mind', 'game', 'base', 'book', 'cannib', 'cult', 'film', 'cannib', 'hose', 'dark', 'past', 'base', 'gein', 'skin', 'murder', 'polic', 'offic', 'human', 'monster', 'neo', 'noir', 'murder', 'refer', 'hannib', 'lecter', 'loss', 'daughter', 'suicid', 'night', 'vision', 'goggl', 'lotion', 'basket', 'cross', 'dresser', 'crime', 'literatur', 'screen', 'kill', 'serial', 'killer', 'eat', 'human', 'flesh', 'claric', 'starl', 'charact', 'psycholog', 'horror', 'femal', 'rear', 'nuditi', 'murder', 'nude', 'woman', 'femal', 'frontal', 'nuditi', 'fbi', 'agent', 'case', 'file', 'race', 'time', 'tragic', 'past', 'secret', 'past', 'haunt', 'past', 'wear', 'human', 'skin', 'moth', 'maximum', 'secur', 'mental', 'institut', 'psychoanalysi']",tt0102926
22,O Resgate do Soldado Ryan,8.6,"Following the Normandy Landings, a group of U.S. soldiers go behind enemy lines to retrieve a paratrooper whose brothers have been killed in action.",world war two rescue mission d day year 1944 u.s. army 1940s irony told in flashback world war two in europe rescue nazi occupied france dying words male bonding prisoner of war bell tower self sacrifice cowardice combat battle dog tag tank sniper omaha beach character name in title courage reminiscence survivor's guilt u.s. army captain friendship between men argument u.s. army sergeant rubble girl old man army killed in action soldier fear of death american abroad u.s. military reconnaissance blood splatter army ranger three word title no opening credits last stand explosion disorientation violence medic,"['follow', 'normandi', 'land', 'group', 'soldier', 'enemi', 'line', 'retriev', 'paratroop', 'brother', 'kill', 'action', 'world', 'war', 'rescu', 'mission', 'dai', 'year', 'armi', 'ironi', 'told', 'flashback', 'world', 'war', 'europ', 'rescu', 'nazi', 'occupi', 'franc', 'dy', 'word', 'male', 'bond', 'prison', 'war', 'bell', 'tower', 'self', 'sacrific', 'cowardic', 'combat', 'battl', 'dog', 'tag', 'tank', 'sniper', 'omaha', 'beach', 'charact', 'titl', 'courag', 'reminisc', 'survivor', 'guilt', 'armi', 'captain', 'friendship', 'men', 'argument', 'armi', 'sergeant', 'rubbl', 'girl', 'old', 'man', 'armi', 'kill', 'action', 'soldier', 'fear', 'death', 'american', 'abroad', 'militari', 'reconnaiss', 'blood', 'splatter', 'armi', 'ranger', 'word', 'titl', 'open', 'credit', 'stand', 'explos', 'disorient', 'violenc', 'medic']",tt0120815
23,Cidade de Deus,8.6,"In the slums of Rio, two kids' paths diverge as one struggles to become a photographer and the other a kingpin.",photographer slum gang brazil favela coming of age murder of a child south america latin america hood violence criminal thug motel drug dealer 1980s 1970s in medias res armed robbery illegal drugs newspaper narcissism love psychopath gun dealer friendship photojournalism gun police juvenile delinquent arms dealer organized crime shootout drug use cult film gangster gang violence crime epic journalism gang war crime boss death drug dealing rape police corruption street gang marijuana male nudity male frontal nudity female nudity,"['slum', 'rio', 'kid', 'path', 'diverg', 'struggl', 'photograph', 'kingpin', 'photograph', 'slum', 'gang', 'brazil', 'favela', 'come', 'ag', 'murder', 'child', 'south', 'america', 'latin', 'america', 'hood', 'violenc', 'crimin', 'thug', 'motel', 'drug', 'dealer', 'media', 're', 'arm', 'robberi', 'illeg', 'drug', 'newspap', 'narciss', 'love', 'psychopath', 'gun', 'dealer', 'friendship', 'photojourn', 'gun', 'polic', 'juvenil', 'delinqu', 'arm', 'dealer', 'organ', 'crime', 'shootout', 'drug', 'us', 'cult', 'film', 'gangster', 'gang', 'violenc', 'crime', 'epic', 'journal', 'gang', 'war', 'crime', 'boss', 'death', 'drug', 'deal', 'rape', 'polic', 'corrupt', 'street', 'gang', 'marijuana', 'male', 'nuditi', 'male', 'frontal', 'nuditi', 'femal', 'nuditi']",tt0317248
24,Interestelar,8.7,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",astronaut saving the world space travel wormhole father daughter relationship gravity nasa relativity time paradox famine outer space black hole event horizon race against time single parent morse code space time dust storm giant wave love betrayal scientist physicist self sacrifice space shuttle space station spaceship dust set in future family relationships alternate dimension cornfield time travel single father planet pickup truck no opening credits blockbuster futuristic interstellar travel water planet zero gravity tidal wave title spoken by character space exploration robot bookcase bookshelf reference to moon landing conspiracy farmer,"['earth', 'uninhabit', 'futur', 'farmer', 'nasa', 'pilot', 'joseph', 'cooper', 'task', 'pilot', 'spacecraft', 'team', 'research', 'new', 'planet', 'human', 'astronaut', 'save', 'world', 'space', 'travel', 'wormhol', 'father', 'daughter', 'relationship', 'graviti', 'nasa', 'rel', 'time', 'paradox', 'famin', 'outer', 'space', 'black', 'hole', 'event', 'horizon', 'race', 'time', 'singl', 'parent', 'mors', 'code', 'space', 'time', 'dust', 'storm', 'giant', 'wave', 'love', 'betray', 'scientist', 'physicist', 'self', 'sacrific', 'space', 'shuttl', 'space', 'station', 'spaceship', 'dust', 'set', 'futur', 'famili', 'relationship', 'altern', 'dimens', 'cornfield', 'time', 'travel', 'singl', 'father', 'planet', 'pickup', 'truck', 'open', 'credit', 'blockbust', 'futurist', 'interstellar', 'travel', 'water', 'planet', 'zero', 'graviti', 'tidal', 'wave', 'titl', 'spoken', 'charact', 'space', 'explor', 'robot', 'bookcas', 'bookshelf', 'refer', 'moon', 'land', 'conspiraci', 'farmer']",tt0816692
